#,Hanzi,Unicode,Mandarin reading(s),level
4844,唿,U+553F,hū,2
4845,啐,U+5550,cuì,2
4846,唼,U+553C,shà,2
4847,唷,U+5537,yō,2
4848,啖,U+5556,dàn,2
4849,啵,U+5575,bo,2
4850,啶,U+5576,dìng,2
4851,啷,U+5577,lāng,2
4852,唳,U+5533,lì,2
4853,唰,U+5530,shuā,2
4854,啜,U+555C,"chuài, chuò",2
4855,帻,U+5E3B,zé,2
4856,崚,U+5D1A,léng,2
4857,崦,U+5D26,yān,2
4858,帼,U+5E3C,guó,2
4859,崮,U+5D2E,gù,2
4860,崤,U+5D24,xiáo,2
4861,崆,U+5D06,kōng,2
4862,赇,U+8D47,qiú,2
4863,赈,U+8D48,zhèn,2
4864,赊,U+8D4A,shē,2
4865,铑,U+94D1,lǎo,2
4866,铒,U+94D2,ěr,2
4867,铗,U+94D7,jiá,2
4868,铙,U+94D9,náo,2
4869,铟,U+94DF,yīn,2
4870,铠,U+94E0,kǎi,2
4871,铡,U+94E1,zhá,2
4872,铢,U+94E2,zhū,2
4873,铣,U+94E3,xǐ,2
4874,铤,U+94E4,tǐng,2
4875,铧,U+94E7,huá,2
4876,铨,U+94E8,quán,2
4877,铩,U+94E9,shā,2
4878,铪,U+94EA,hā,2
4879,铫,U+94EB,"diào, yáo",2
4880,铬,U+94EC,gè,2
4881,铮,U+94EE,zhēng,2
4882,铯,U+94EF,sè,2
4883,铰,U+94F0,jiǎo,2
4884,铱,U+94F1,yī,2
4885,铳,U+94F3,chòng,2
4886,铵,U+94F5,ǎn,2
4887,铷,U+94F7,rú,2
4888,氪,U+6C2A,kè,2
4889,牾,U+727E,wǔ,2
4890,鸹,U+9E39,guā,2
4891,秾,U+79FE,nóng,2
4892,逶,U+9036,wēi,2
4893,笺,U+7B3A,jiān,2
4894,筇,U+7B47,qióng,2
4895,笸,U+7B38,pǒ,2
4896,笪,U+7B2A,dá,2
4897,笮,U+7B2E,"zé, zuó",2
4898,笠,U+7B20,lì,2
4899,笥,U+7B25,sì,2
4900,笤,U+7B24,tiáo,2
4901,笳,U+7B33,jiā,2
4902,笾,U+7B3E,biān,2
4903,笞,U+7B1E,chī,2
4904,偾,U+507E,fèn,2
4905,偃,U+5043,yǎn,2
4906,偕,U+5055,xié,2
4907,偈,U+5048,jì,2
4908,傀,U+5080,kuǐ,2
4909,偬,U+506C,zǒng,2
4910,偻,U+507B,"lóu, lǚ",2
4911,皑,U+7691,ái,2
4912,皎,U+768E,jiǎo,2
4913,鸻,U+9E3B,héng,2
4914,徜,U+5F9C,cháng,2
4915,舸,U+8238,gě,2
4916,舻,U+823B,lú,2
4917,舴,U+8234,zé,2
4918,舷,U+8237,xián,2
4919,龛,U+9F9B,kān,2
4920,翎,U+7FCE,líng,2
4921,脬,U+812C,pāo,2
4922,脘,U+8118,wǎn,2
4923,脲,U+8132,niào,2
4924,匐,U+5310,fú,2
4925,猗,U+7317,yī,2
4926,猡,U+7321,luó,2
4927,猞,U+731E,shē,2
4928,猝,U+731D,cù,2
4929,斛,U+659B,hú,2
4930,猕,U+7315,mí,2
4931,馗,U+9997,kuí,2
4932,馃,U+9983,guǒ,2
4933,馄,U+9984,hún,2
4934,鸾,U+9E3E,luán,2
4935,孰,U+5B70,shú,2
4936,庹,U+5EB9,tuǒ,2
4937,庾,U+5EBE,yǔ,2
4938,痔,U+75D4,zhì,2
4939,痍,U+75CD,yí,2
4940,疵,U+75B5,cī,2
4941,翊,U+7FCA,yì,2
4942,旌,U+65CC,jīng,2
4943,旎,U+65CE,nǐ,2
4944,袤,U+88A4,mào,2
4945,阇,U+9607,"dū, shé",2
4946,阈,U+9608,yù,2
4947,阉,U+9609,yān,2
4948,阊,U+960A,chāng,2
4949,阋,U+960B,xì,2
4950,阍,U+960D,hūn,2
4951,阏,U+960F,yān,2
4952,羟,U+7F9F,qiǎng,2
4953,粝,U+7C9D,lì,2
4954,粕,U+7C95,pò,2
4955,敝,U+655D,bì,2
4956,焐,U+7110,wù,2
4957,烯,U+70EF,xī,2
4958,焓,U+7113,hán,2
4959,烽,U+70FD,fēng,2
4960,焖,U+7116,mèn,2
4961,烷,U+70F7,wán,2
4962,焗,U+7117,jú,2
4963,渍,U+6E0D,zì,2
4964,渚,U+6E1A,zhǔ,2
4965,淇,U+6DC7,qí,2
4966,淅,U+6DC5,xī,2
4967,淞,U+6DDE,sōng,2
4968,渎,U+6E0E,dú,2
4969,涿,U+6DBF,zhuō,2
4970,淖,U+6DD6,nào,2
4971,挲,U+6332,"sā, suō",2
4972,淠,U+6DE0,pì,2
4973,涸,U+6DB8,hé,2
4974,渑,U+6E11,miǎn,2
4975,淦,U+6DE6,gàn,2
4976,淝,U+6DDD,féi,2
4977,淬,U+6DEC,cuì,2
4978,涪,U+6DAA,fú,2
4979,淙,U+6DD9,cóng,2
4980,涫,U+6DAB,guàn,2
4981,渌,U+6E0C,lù,2
4982,淄,U+6DC4,zī,2
4983,惬,U+60EC,qiè,2
4984,悻,U+60BB,xìng,2
4985,悱,U+60B1,fěi,2
4986,惝,U+60DD,chǎng,2
4987,惘,U+60D8,wǎng,2
4988,悸,U+60B8,jì,2
4989,惆,U+60C6,chóu,2
4990,惚,U+60DA,hū,2
4991,惇,U+60C7,dūn,2
4992,惮,U+60EE,dàn,2
4993,窕,U+7A95,tiǎo,2
4994,谌,U+8C0C,chén,2
4995,谏,U+8C0F,jiàn,2
4996,扈,U+6248,hù,2
4997,皲,U+76B2,jūn,2
4998,谑,U+8C11,xuè,2
4999,裆,U+88C6,dāng,2
5000,袷,U+88B7,qiā,2
5001,裉,U+88C9,kèn,2
5002,谒,U+8C12,yè,2
5003,谔,U+8C14,è,2
5004,谕,U+8C15,yù,2
5005,谖,U+8C16,xuān,2
5006,谗,U+8C17,chán,2
5007,谙,U+8C19,ān,2
5008,谛,U+8C1B,dì,2
5009,谝,U+8C1D,piǎn,2
5010,逯,U+902F,lù,2
5011,郿,U+90FF,méi,2
5012,隈,U+9688,wēi,2
5013,粜,U+7C9C,tiào,2
5014,隍,U+968D,huáng,2
5015,隗,U+9697,wěi,2
5016,婧,U+5A67,jìng,2
5017,婊,U+5A4A,biǎo,2
5018,婕,U+5A55,jié,2
5019,娼,U+5A3C,chāng,2
5020,婢,U+5A62,bì,2
5021,婵,U+5A75,chán,2
5022,胬,U+80EC,nǔ,2
5023,袈,U+8888,jiā,2
5024,翌,U+7FCC,yì,2
5025,恿,U+607F,yǒng,2
5026,欸,U+6B38,"ǎi, ê̄, ế, ê̌, ề",2
5027,绫,U+7EEB,líng,2
5028,骐,U+9A90,qí,2
5029,绮,U+7EEE,qǐ,2
5030,绯,U+7EEF,fēi,2
5031,绱,U+7EF1,shàng,2
5032,骒,U+9A92,kè,2
5033,绲,U+7EF2,gǔn,2
5034,骓,U+9A93,zhuī,2
5035,绶,U+7EF6,shòu,2
5036,绺,U+7EFA,liǔ,2
5037,绻,U+7EFB,quǎn,2
5038,绾,U+7EFE,wǎn,2
5039,骖,U+9A96,cān,2
5040,缁,U+7F01,zī,2
5041,耠,U+8020,huō,2
5042,琫,U+742B,běng,2
5043,琵,U+7435,pí,2
5044,琶,U+7436,pá,2
5045,琪,U+742A,qí,2
5046,瑛,U+745B,yīng,2
5047,琦,U+7426,qí,2
5048,琥,U+7425,hǔ,2
5049,琨,U+7428,kūn,2
5050,靓,U+9753,"jìng, liàng",2
5051,琰,U+7430,yǎn,2
5052,琮,U+742E,cóng,2
5053,琯,U+742F,guǎn,2
5054,琬,U+742C,wǎn,2
5055,琛,U+741B,chēn,2
5056,琚,U+741A,jū,2
5057,辇,U+8F87,niǎn,2
5058,鼋,U+9F0B,yuán,2
5059,揳,U+63F3,xiē,2
5060,堞,U+581E,dié,2
5061,搽,U+643D,chá,2
5062,揸,U+63F8,zhā,2
5063,揠,U+63E0,yà,2
5064,堙,U+5819,yīn,2
5065,趄,U+8D84,"jū, qiè",2
5066,揖,U+63D6,yī,2
5067,颉,U+9889,"jié, xié",2
5068,塄,U+5844,léng,2
5069,揿,U+63FF,qìn,2
5070,耋,U+800B,dié,2
5071,揄,U+63C4,yú,2
5072,蛩,U+86E9,qióng,2
5073,蛰,U+86F0,zhé,2
5074,塆,U+5846,wān,2
5075,摒,U+6452,bìng,2
5076,揆,U+63C6,kuí,2
5077,掾,U+63BE,yuàn,2
5078,聒,U+8052,guō,2
5079,葑,U+8451,fēng,2
5080,葚,U+845A,"rèn, shèn",2
5081,靰,U+9770,wù,2
5082,靸,U+9778,sǎ,2
5083,葳,U+8473,wēi,2
5084,葺,U+847A,qì,2
5085,葸,U+8478,xǐ,2
5086,萼,U+843C,è,2
5087,葆,U+8446,bǎo,2
5088,葩,U+8469,pā,2
5089,葶,U+8476,tíng,2
5090,蒌,U+848C,lóu,2
5091,萱,U+8431,xuān,2
5092,戟,U+621F,jǐ,2
5093,葭,U+846D,jiā,2
5094,楮,U+696E,chǔ,2
5095,棼,U+68FC,fén,2
5096,椟,U+691F,dú,2
5097,棹,U+68F9,zhào,2
5098,椤,U+6924,luó,2
5099,棰,U+68F0,chuí,2
5100,赍,U+8D4D,jī,2
5101,椋,U+690B,liáng,2
5102,椁,U+6901,guǒ,2
5103,椪,U+692A,pèng,2
5104,棣,U+68E3,dì,2
5105,椐,U+6910,jū,2
5106,鹁,U+9E41,bó,2
5107,覃,U+8983,"qín, tán",2
5108,酤,U+9164,gū,2
5109,酢,U+9162,zuò,2
5110,酡,U+9161,tuó,2
5111,鹂,U+9E42,lí,2
5112,厥,U+53A5,jué,2
5113,殚,U+6B9A,dān,2
5114,殛,U+6B9B,jí,2
5115,雯,U+96EF,wén,2
5116,雱,U+96F1,pāng,2
5117,辊,U+8F8A,gǔn,2
5118,辋,U+8F8B,wǎng,2
5119,椠,U+6920,qiàn,2
5120,辍,U+8F8D,chuò,2
5121,辎,U+8F8E,zī,2
5122,斐,U+6590,fěi,2
5123,睄,U+7744,shào,2
5124,睑,U+7751,jiǎn,2
5125,睇,U+7747,dì,2
5126,睃,U+7743,suō,2
5127,戢,U+6222,jí,2
5128,喋,U+558B,"dié, zhá",2
5129,嗒,U+55D2,dā,2
5130,喃,U+5583,nán,2
5131,喱,U+55B1,lí,2
5132,喹,U+55B9,kuí,2
5133,晷,U+6677,guǐ,2
5134,喈,U+5588,jiē,2
5135,跖,U+8DD6,zhí,2
5136,跗,U+8DD7,fū,2
5137,跞,U+8DDE,lì,2
5138,跚,U+8DDA,shān,2
5139,跎,U+8DCE,tuó,2
5140,跏,U+8DCF,jiā,2
5141,跆,U+8DC6,tái,2
5142,蛱,U+86F1,jiá,2
5143,蛲,U+86F2,náo,2
5144,蛭,U+86ED,zhì,2
5145,蛳,U+86F3,sī,2
5146,蛐,U+86D0,qū,2
5147,蛔,U+86D4,huí,2
5148,蛞,U+86DE,kuò,2
5149,蛴,U+86F4,qí,2
5150,蛟,U+86DF,jiāo,2
5151,蛘,U+86D8,yáng,2
5152,喁,U+5581,"yóng, yú",2
5153,喟,U+559F,kuì,2
5154,啾,U+557E,jiū,2
5155,嗖,U+55D6,sōu,2
5156,喑,U+5591,yīn,2
5157,嗟,U+55DF,jiē,2
5158,喽,U+55BD,"lóu, lou",2
5159,嗞,U+55DE,zī,2
5160,喀,U+5580,kā,2
5161,喔,U+5594,wō,2
5162,喙,U+5599,huì,2
5163,嵘,U+5D58,róng,2
5164,嵖,U+5D56,chá,2
5165,崴,U+5D34,wǎi,2
5166,遄,U+9044,chuán,2
5167,詈,U+8A48,lì,2
5168,嵎,U+5D4E,yú,2
5169,崽,U+5D3D,zǎi,2
5170,嵬,U+5D6C,wéi,2
5171,嵛,U+5D5B,yú,2
5172,嵯,U+5D6F,cuó,2
5173,嵝,U+5D5D,lǒu,2
5174,嵫,U+5D6B,zī,2
5175,幄,U+5E44,wò,2
5176,嵋,U+5D4B,méi,2
5177,赕,U+8D55,dǎn,2
5178,铻,U+94FB,wú,2
5179,铼,U+94FC,lái,2
5180,铿,U+94FF,kēng,2
5181,锃,U+9503,zèng,2
5182,锂,U+9502,lǐ,2
5183,锆,U+9506,gào,2
5184,锇,U+9507,é,2
5185,锉,U+9509,cuò,2
5186,锏,U+950F,jiǎn,2
5187,锑,U+9511,tī,2
5188,锒,U+9512,láng,2
5189,锔,U+9514,"jū, jú",2
5190,锕,U+9515,ā,2
5191,掣,U+63A3,chè,2
5192,矬,U+77EC,cuó,2
5193,氰,U+6C30,qíng,2
5194,毳,U+6BF3,cuì,2
5195,毽,U+6BFD,jiàn,2
5196,犊,U+728A,dú,2
5197,犄,U+7284,jī,2
5198,犋,U+728B,jù,2
5199,鹄,U+9E44,"gǔ, hú",2
5200,犍,U+728D,"jiān, qián",2
5201,嵇,U+5D47,jī,2
5202,黍,U+9ECD,shǔ,2
5203,稃,U+7A03,fū,2
5204,稂,U+7A02,láng,2
5205,筚,U+7B5A,bì,2
5206,筵,U+7B75,yán,2
5207,筌,U+7B4C,quán,2
5208,傣,U+50A3,dǎi,2
5209,傈,U+5088,lì,2
5210,舄,U+8204,xì,2
5211,牍,U+724D,dú,2
5212,傥,U+50A5,tǎng,2
5213,傧,U+50A7,bīn,2
5214,遑,U+9051,huáng,2
5215,傩,U+50A9,nuó,2
5216,遁,U+9041,dùn,2
5217,徨,U+5FA8,huáng,2
5218,媭,U+5AAD,xū,2
5219,畲,U+7572,shē,2
5220,弑,U+5F11,shì,2
5221,颌,U+988C,hé,2
5222,翕,U+7FD5,xī,2
5223,釉,U+91C9,yòu,2
5224,鹆,U+9E46,yù,2
5225,舜,U+821C,shùn,2
5226,貂,U+8C82,diāo,2
5227,腈,U+8148,jīng,2
5228,腌,U+814C,"ā, yān",2
5229,腓,U+8153,féi,2
5230,腆,U+8146,tiǎn,2
5231,腴,U+8174,yú,2
5232,腑,U+8151,fǔ,2
5233,腚,U+815A,dìng,2
5234,腱,U+8171,jiàn,2
5235,鱿,U+9C7F,yóu,2
5236,鲀,U+9C80,tún,2
5237,鲂,U+9C82,fáng,2
5238,颍,U+988D,yǐng,2
5239,猢,U+7322,hú,2
5240,猹,U+7339,chá,2
5241,猥,U+7325,wěi,2
5242,飓,U+98D3,jù,2
5243,觞,U+89DE,shāng,2
5244,觚,U+89DA,gū,2
5245,猱,U+7331,náo,2
5246,颎,U+988E,jiǒng,2
5247,飧,U+98E7,sūn,2
5248,馇,U+9987,"chā, zha",2
5249,馊,U+998A,sōu,2
5250,亵,U+4EB5,xiè,2
5251,脔,U+8114,luán,2
5252,裒,U+88D2,póu,2
5253,痣,U+75E3,zhì,2
5254,痨,U+75E8,láo,2
5255,痦,U+75E6,wù,2
5256,痞,U+75DE,pǐ,2
5257,痤,U+75E4,cuó,2
5258,痫,U+75EB,xián,2
5259,痧,U+75E7,shā,2
5260,赓,U+8D53,gēng,2
5261,竦,U+7AE6,sǒng,2
5262,瓿,U+74FF,bù,2
5263,啻,U+557B,chì,2
5264,颏,U+988F,"kē, ké",2
5265,鹇,U+9E47,xián,2
5266,阑,U+9611,lán,2
5267,阒,U+9612,qù,2
5268,阕,U+9615,què,2
5269,粞,U+7C9E,xī,2
5270,遒,U+9052,qiú,2
5271,孳,U+5B73,zī,2
5272,焯,U+712F,chāo,2
5273,焜,U+711C,kūn,2
5274,焙,U+7119,bèi,2
5275,焱,U+7131,yàn,2
5276,鹈,U+9E48,tí,2
5277,湛,U+6E5B,zhàn,2
5278,渫,U+6E2B,xiè,2
5279,湮,U+6E6E,yān,2
5280,湎,U+6E4E,miǎn,2
5281,湜,U+6E5C,shí,2
5282,渭,U+6E2D,wèi,2
5283,湍,U+6E4D,tuān,2
5284,湫,U+6E6B,"jiǎo, qiū",2
5285,溲,U+6EB2,sōu,2
5286,湟,U+6E5F,huáng,2
5287,溆,U+6E86,xù,2
5288,湲,U+6E72,yuán,2
5289,湔,U+6E54,jiān,2
5290,湉,U+6E49,tián,2
5291,渥,U+6E25,wò,2
5292,湄,U+6E44,méi,2
5293,滁,U+6EC1,chú,2
5294,愠,U+6120,yùn,2
5295,惺,U+60FA,xīng,2
5296,愦,U+6126,kuì,2
5297,惴,U+60F4,zhuì,2
5298,愀,U+6100,qiǎo,2
5299,愎,U+610E,bì,2
5300,愔,U+6114,yīn,2
5301,喾,U+55BE,kù,2
5302,寐,U+5BD0,mèi,2
5303,谟,U+8C1F,mó,2
5304,扉,U+6249,fēi,2
5305,裢,U+88E2,lián,2
5306,裎,U+88CE,"chéng, chěng",2
5307,裥,U+88E5,jiǎn,2
5308,祾,U+797E,líng,2
5309,祺,U+797A,qí,2
5310,谠,U+8C20,dǎng,2
5311,幂,U+5E42,mì,2
5312,谡,U+8C21,sù,2
5313,谥,U+8C25,shì,2
5314,谧,U+8C27,mì,2
5315,遐,U+9050,xiá,2
5316,孱,U+5B71,chán,2
5317,弼,U+5F3C,bì,2
5318,巽,U+5DFD,xùn,2
5319,骘,U+9A98,zhì,2
5320,媪,U+5AAA,ǎo,2
5321,媛,U+5A9B,"yuán, yuàn",2
5322,婷,U+5A77,tíng,2
5323,巯,U+5DEF,qiú,2
5324,翚,U+7FDA,huī,2
5325,皴,U+76B4,cūn,2
5326,婺,U+5A7A,wù,2
5327,骛,U+9A9B,wù,2
5328,缂,U+7F02,kè,2
5329,缃,U+7F03,xiāng,2
5330,缄,U+7F04,jiān,2
5331,彘,U+5F58,zhì,2
5332,缇,U+7F07,tí,2
5333,缈,U+7F08,miǎo,2
5334,缌,U+7F0C,sī,2
5335,缑,U+7F11,gōu,2
5336,缒,U+7F12,zhuì,2
5337,缗,U+7F17,mín,2
5338,飨,U+98E8,xiǎng,2
5339,耢,U+8022,lào,2
5340,瑚,U+745A,hú,2
5341,瑁,U+7441,mào,2
5342,瑜,U+745C,yú,2
5343,瑗,U+7457,yuàn,2
5344,瑄,U+7444,xuān,2
5345,瑕,U+7455,xiá,2
5346,遨,U+9068,áo,2
5347,骜,U+9A9C,ào,2
5348,韫,U+97EB,yùn,2
5349,髡,U+9AE1,kūn,2
5350,塬,U+586C,yuán,2
5351,鄢,U+9122,yān,2
5352,趔,U+8D94,liè,2
5353,趑,U+8D91,zī,2
5354,摅,U+6445,shū,2
5355,摁,U+6441,èn,2
5356,蜇,U+8707,"zhē, zhé",2
5357,搋,U+640B,chuāi,2
5358,搪,U+642A,táng,2
5359,搐,U+6410,chù,2
5360,搛,U+641B,jiān,2
5361,搠,U+6420,shuò,2
5362,摈,U+6448,bìn,2
5363,彀,U+5F40,gòu,2
5364,毂,U+6BC2,gǔ,2
5365,搦,U+6426,nuò,2
5366,搡,U+6421,sǎng,2
5367,蓁,U+84C1,zhēn,2
5368,戡,U+6221,kān,2
5369,蓍,U+84CD,shī,2
5370,鄞,U+911E,yín,2
5371,靳,U+9773,jìn,2
5372,蓐,U+84D0,rù,2
5373,蓦,U+84E6,mò,2
5374,鹋,U+9E4B,miáo,2
5375,蒽,U+84BD,ēn,2
5376,蓓,U+84D3,bèi,2
5377,蓖,U+84D6,bì,2
5378,蓊,U+84CA,wěng,2
5379,蒯,U+84AF,kuǎi,2
5380,蓟,U+84DF,jì,2
5381,蓑,U+84D1,suō,2
5382,蒿,U+84BF,hāo,2
5383,蒺,U+84BA,jí,2
5384,蓠,U+84E0,lí,2
5385,蒟,U+849F,jǔ,2
5386,蒡,U+84A1,bàng,2
5387,蒹,U+84B9,jiān,2
5388,蒴,U+84B4,shuò,2
5389,蒗,U+8497,làng,2
5390,蓥,U+84E5,yíng,2
5391,颐,U+9890,yí,2
5392,楔,U+6954,xiē,2
5393,楠,U+6960,nán,2
5394,楂,U+6942,zhā,2
5395,楝,U+695D,liàn,2
5396,楫,U+696B,jí,2
5397,楸,U+6978,qiū,2
5398,椴,U+6934,duàn,2
5399,槌,U+69CC,chuí,2
5400,楯,U+696F,shǔn,2
5401,皙,U+7699,xī,2
5402,榈,U+6988,lǘ,2
5403,槎,U+69CE,chá,2
5404,榉,U+6989,jǔ,2
5405,楦,U+6966,xuàn,2
5406,楣,U+6963,méi,2
5407,楹,U+6979,yíng,2
5408,椽,U+693D,chuán,2
5409,裘,U+88D8,qiú,2
5410,剽,U+527D,piāo,2
5411,甄,U+7504,zhēn,2
5412,酮,U+916E,tóng,2
5413,酰,U+9170,xiān,2
5414,酯,U+916F,zhǐ,2
5415,酩,U+9169,mǐng,2
5416,蜃,U+8703,shèn,2
5417,碛,U+789B,qì,2
5418,碓,U+7893,duì,2
5419,硼,U+787C,péng,2
5420,碉,U+7889,diāo,2
5421,碚,U+789A,bèi,2
5422,碇,U+7887,dìng,2
5423,碜,U+789C,chěn,2
5424,鹌,U+9E4C,ān,2
5425,辏,U+8F8F,còu,2
5426,龃,U+9F83,jǔ,2
5427,龅,U+9F85,bāo,2
5428,訾,U+8A3E,zǐ,2
5429,粲,U+7CB2,càn,2
5430,虞,U+865E,yú,2
5431,睚,U+775A,yá,2
5432,嗪,U+55EA,qín,2
5433,韪,U+97EA,wěi,2
5434,嗷,U+55F7,áo,2
5435,嗉,U+55C9,sù,2
5436,睨,U+7768,nì,2
5437,睢,U+7762,suī,2
5438,雎,U+96CE,jū,2
5439,睥,U+7765,pì,2
5440,嘟,U+561F,dū,2
5441,嗑,U+55D1,"kē, kè",2
5442,嗫,U+55EB,niè,2
5443,嗬,U+55EC,hē,2
5444,嗔,U+55D4,chēn,2
5445,嗝,U+55DD,gé,2
5446,戥,U+6225,děng,2
5447,嗄,U+55C4,shà,2
5448,煦,U+7166,xù,2
5449,暄,U+6684,xuān,2
5450,遢,U+9062,tā,2
5451,暌,U+668C,kuí,2
5452,跬,U+8DEC,kuǐ,2
5453,跶,U+8DF6,da,2
5454,跸,U+8DF8,bì,2
5455,跐,U+8DD0,cī,2
5456,跣,U+8DE3,xiǎn,2
5457,跹,U+8DF9,xiān,2
5458,跻,U+8DFB,jī,2
5459,蛸,U+86F8,"shāo, xiāo",2
5460,蜊,U+870A,lí,2
5461,蜍,U+870D,chú,2
5462,蜉,U+8709,fú,2
5463,蜣,U+8723,qiāng,2
5464,畹,U+7579,wǎn,2
5465,蛹,U+86F9,yǒng,2
5466,嗣,U+55E3,sì,2
5467,嗯,U+55EF,"ńg, ňg, ǹg",2
5468,嗥,U+55E5,háo,2
5469,嗲,U+55F2,diǎ,2
5470,嗳,U+55F3,"ǎi, ài",2
5471,嗌,U+55CC,"ài, yì",2
5472,嗍,U+55CD,suō,2
5473,嗨,U+55E8,hāi,2
5474,嗐,U+55D0,hài,2
5475,嗤,U+55E4,chī,2
5476,嗵,U+55F5,tōng,2
5477,罨,U+7F68,yǎn,2
5478,嵊,U+5D4A,shèng,2
5479,嵩,U+5D69,sōng,2
5480,嵴,U+5D74,jí,2
5481,骰,U+9AB0,tóu,2
5482,锗,U+9517,zhě,2
5483,锛,U+951B,bēn,2
5484,锜,U+951C,qí,2
5485,锝,U+951D,dé,2
5486,锞,U+951E,kè,2
5487,锟,U+951F,kūn,2
5488,锢,U+9522,gù,2
5489,锨,U+9528,xiān,2
5490,锩,U+9529,juǎn,2
5491,锭,U+952D,dìng,2
5492,锱,U+9531,zī,2
5493,雉,U+96C9,zhì,2
5494,氲,U+6C32,yūn,2
5495,犏,U+728F,piān,2
5496,歃,U+6B43,shà,2
5497,稞,U+7A1E,kē,2
5498,稗,U+7A17,bài,2
5499,稔,U+7A14,rěn,2
5500,筠,U+7B60,"jūn, yún",2
5501,筢,U+7B62,pá,2
5502,筮,U+7B6E,shì,2
5503,筲,U+7B72,shāo,2
5504,筱,U+7B71,xiǎo,2
5505,牒,U+7252,dié,2
5506,煲,U+7172,bāo,2
5507,敫,U+656B,jiǎo,2
5508,徭,U+5FAD,yáo,2
5509,愆,U+6106,qiān,2
5510,艄,U+8244,shāo,2
5511,觎,U+89CE,yú,2
5512,毹,U+6BF9,shū,2
5513,貊,U+8C8A,mò,2
5514,貅,U+8C85,xiū,2
5515,貉,U+8C89,"háo, hé",2
5516,颔,U+9894,hàn,2
5517,腠,U+8160,còu,2
5518,腩,U+8169,nǎn,2
5519,腼,U+817C,miǎn,2
5520,腭,U+816D,è,2
5521,腧,U+8167,shù,2
5522,塍,U+584D,chéng,2
5523,媵,U+5AB5,yìng,2
5524,詹,U+8A79,zhān,2
5525,鲅,U+9C85,bà,2
5526,鲆,U+9C86,píng,2
5527,鲇,U+9C87,nián,2
5528,鲈,U+9C88,lú,2
5529,稣,U+7A23,sū,2
5530,鲋,U+9C8B,fù,2
5531,鲐,U+9C90,tái,2
5532,肄,U+8084,yì,2
5533,鹐,U+9E50,qiān,2
5534,飕,U+98D5,sōu,2
5535,觥,U+89E5,gōng,2
5536,遛,U+905B,liù,2
5537,馐,U+9990,xiū,2
5538,鹑,U+9E51,chún,2
5539,亶,U+4EB6,dǎn,2
5540,瘃,U+7603,zhú,2
5541,痱,U+75F1,fèi,2
5542,痼,U+75FC,gù,2
5543,痿,U+75FF,wěi,2
5544,瘐,U+7610,yǔ,2
5545,瘁,U+7601,cuì,2
5546,瘆,U+7606,shèn,2
5547,麂,U+9E82,jǐ,2
5548,裔,U+88D4,yì,2
5549,歆,U+6B46,xīn,2
5550,旒,U+65D2,liú,2
5551,雍,U+96CD,yōng,2
5552,阖,U+9616,hé,2
5553,阗,U+9617,tián,2
5554,阙,U+9619,"quē, què",2
5555,羧,U+7FA7,suō,2
5556,豢,U+8C62,huàn,2
5557,粳,U+7CB3,jīng,2
5558,猷,U+7337,yóu,2
5559,煳,U+7173,hú,2
5560,煜,U+715C,yù,2
5561,煨,U+7168,wēi,2
5562,煅,U+7145,duàn,2
5563,煊,U+714A,xuān,2
5564,煸,U+7178,biān,2
5565,煺,U+717A,tuì,2
5566,滟,U+6EDF,yàn,2
5567,溱,U+6EB1,qín,2
5568,溘,U+6E98,kè,2
5569,漭,U+6F2D,mǎng,2
5570,滢,U+6EE2,yíng,2
5571,溥,U+6EA5,pǔ,2
5572,溧,U+6EA7,lì,2
5573,溽,U+6EBD,rù,2
5574,裟,U+88DF,shā,2
5575,溻,U+6EBB,tā,2
5576,溷,U+6EB7,hùn,2
5577,滗,U+6ED7,bì,2
5578,滫,U+6EEB,xiǔ,2
5579,溴,U+6EB4,xiù,2
5580,滏,U+6ECF,fǔ,2
5581,滃,U+6EC3,wēng,2
5582,滦,U+6EE6,luán,2
5583,溏,U+6E8F,táng,2
5584,滂,U+6EC2,pāng,2
5585,滓,U+6ED3,zǐ,2
5586,溟,U+6E9F,míng,2
5587,滪,U+6EEA,yù,2
5588,愫,U+612B,sù,2
5589,慑,U+6151,shè,2
5590,慊,U+614A,"qiàn, qiè",2
5591,鲎,U+9C8E,hòu,2
5592,骞,U+9A9E,qiān,2
5593,窦,U+7AA6,dòu,2
5594,窠,U+7AA0,kē,2
5595,窣,U+7AA3,sū,2
5596,裱,U+88F1,biǎo,2
5597,褚,U+891A,chǔ,2
5598,裨,U+88E8,bì,2
5599,裾,U+88FE,jū,2
5600,裰,U+88F0,duō,2
5601,禊,U+798A,xì,2
5602,谩,U+8C29,màn,2
5603,谪,U+8C2A,zhé,2
5604,媾,U+5ABE,gòu,2
5605,嫫,U+5AEB,mó,2
5606,媲,U+5AB2,pì,2
5607,嫒,U+5AD2,ài,2
5608,嫔,U+5AD4,pín,2
5609,媸,U+5AB8,chī,2
5610,缙,U+7F19,jìn,2
5611,缜,U+7F1C,zhěn,2
5612,缛,U+7F1B,rù,2
5613,辔,U+8F94,pèi,2
5614,骝,U+9A9D,liú,2
5615,缟,U+7F1F,gǎo,2
5616,缡,U+7F21,lí,2
5617,缢,U+7F22,yì,2
5618,缣,U+7F23,jiān,2
5619,骟,U+9A9F,shàn,2
5620,耥,U+8025,tāng,2
5621,璈,U+7488,áo,2
5622,瑶,U+7476,yáo,2
5623,瑭,U+746D,táng,2
